SampleID,Sample_Name,seqrun,f_primer,r_primer,Cycles,Annealing_temperature,Taq,Project_Description/_Owner,psyllid_family,psyllid_genus,psyllid_spp,hostplant_spp,Collection,Collection_Date
9f_S8,9F,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,"42°17'05.99""S 173°45'39.53""E",19/9/14
9g_S9,9G,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_fuchsia_B,Fuchsia_excorticata,"42°17'05.99""S 173°45'39.53""E",19/9/14
127a_S106,127A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_insularis,Eucalyptus_sp,"36°52'26.30""S 174°43'45.50""E",23/3/15
124_S104,124,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,"36°51'41.38""S 174°46'32.21""E",22/3/15
131a_S107,131A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,"37°00'28.60""S 174°54'22.20""E",25/3/15
131b_S108,131B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_longicauda,Lophostemon_confertus,"37°00'28.60""S 174°54'22.20""E",25/3/15
175VOUCHA_S141,175 voucher A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°48'35.70""S 173°01'27.50""E",16/4/15
24A_S72,24A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
24a_S22,24A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
24B_S73,24B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
24b_S23,24B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
24C_S74,24C,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
24c_S24,24C,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°39'14.80""S 172°48'44.20""E",14/9/14
31A_S75,31A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°49'08.40""S 172°46'43.10""E",14/9/14
31a_S31,31A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°49'08.40""S 172°46'43.10""E",14/9/14
31B_S76,31B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°49'08.40""S 172°46'43.10""E",14/9/14
31b_S32,31B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_pollicaris,Leptospermum_scoparius,"43°49'08.40""S 172°46'43.10""E",14/9/14
41_S40,41,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"42°46'24.70""S 172°50'54.00""E",23/10/14
164_S131,164,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°46'30.60""S 172°46'40.40""E",29/3/15
172_S137,172,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°48'35.70""S 173°01'27.50""E",16/4/15
175_S140,175,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°48'35.70""S 173°01'27.50""E",16/4/15
23A_S77,23A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
23a_S19,23A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
23B_S78,23B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
23b_S20,23B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
23C_S79,23C,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
23c_S21,23C,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°39'14.80""S 172°48'44.20""E",14/9/14
33A_S80,33A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°37'51.90""S 171°18'02.48""E",14/9/14
33a_S33,33A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°37'51.90""S 171°18'02.48""E",14/9/14
33B_S81,33B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°37'51.90""S 171°18'02.48""E",14/9/14
33b_S34,33B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_SHORT,Kunzea_ericoides,"43°37'51.90""S 171°18'02.48""E",14/9/14
SI17_S183,SI17,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_B,Fuchsia_excorticata,"46°54'01.20""S 168°07'15.90""E",5/11/15
SI9_S187,SI9,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_B,Leptospermum_scoparius,"46°54'01.20""S 168°07'15.90""E",6/11/14
14_S13,14,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_sp_A,Olearia_paniculata,"41°18'20.94''S 173°17'03.14""E",21/9/14
28_S27,28,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"43°39'14.80""S 172°48'44.20""E",14/9/14
52_S49,52,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"43°38'23.40""S 172°28'31.30""E",27/11/14
79_S69,79,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"44°24'32.20""S 171°15'11.20""E",23/2/15
101_S83,101,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"45°47'54.90""S 167°32'48.30""E",28/2/15
108_S89,108,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"45°24'57.69""S 167°42'38.62""E",2/3/15
109_S90,109,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"45°38'13.11""S 168°10'30.77""E",2/3/15
136_S114,136,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"36°46'54.53""S 175°00'33.32""E",26/3/15
143_S117,143,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"37°47'58.62""S 175°16'19.41""E",28/3/15
8b_S5,8B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"42°57'52.31""S 172°58'04.14""E",18/9/14
SI8_S186,SI8,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_spatulata,Eucalyptus_sp,"46°54'01.20""S 168°07'15.90""E",6/11/14
81_S71,81,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Ctenarytaina,Ctenarytaina_thysanura,Eucalyptus_sp,"44°24'32.20""S 171°15'11.20""E",23/2/15
SA5A_S175,SA5A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Aphalaridae,Eucalyptolyma,Eucalyptolyma_maideni,Eucalyptus_sp,"34°57'33.20""S 138°40'45.30""E",4/11/14
135a_S113,135A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Glycaspis,Glycaspis_granulata,Eucalyptus_sp,"36°46'54.53""S 175°00'33.32""E",26/3/15
mockA_S51,mockA,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,MOCK,MOCK,NA,NA,NA
122_S102,122,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Calophyidae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,"36°51'01.51""S 174°46'04.29""E",22/3/15
134a_S111,134A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Calophyidae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,"36°51'20.20""S 174°45'43.70""E",26/3/15
134b_S112,134B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Calophyidae,Mycopsylla,Mycopsylla_fici,Ficus_macrophylla,"36°51'20.20""S 174°45'43.70""E",26/3/15
MockEven_S193,MockEven,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,ND,ND,NA,NA,NA
MockStaggered_S194,MockStaggered,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,NA,ND,ND,NA,NA,NA
187_S146,187,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,"43°31'22.44""S 172°35'07.44""E",1/9/15
200big_S149,200,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,"45°05'13.47""S 170°58'31.85""E",2/11/15
201big_S151,201,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,"46°24'57.20""S 168°21'45.70""E",8/11/15
206_S153,206,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_apicalis,Sophora_microphylla,"45°02'12.80""S 168°39'38.30""E",9/11/15
26_S25,26,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,"43°39'14.80""S 172°48'44.20""E",14/9/14
22A_S91,22A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,"43°46'42.50""S 172°47'10.90""E",14/9/14
22B_S92,22B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_A,Carmichaelia_sp,"43°46'42.50""S 172°47'10.90""E",14/9/14
222_S161,222,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_C,Carmichaelia_sp,"43°45'03.70""S 169°23'13.60""E",10/11/15
223_S162,223,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_C,Carmichaelia_sp,"43°33'54.80""S 169°46'13.30""E",10/11/15
212_S156,212,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,"44°57'19.90""S 169°15'51.90""E",9/11/15
213_S157,213,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,"45°02'03.10""S 169°11'59.10""E",9/11/15
217_S158,217,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_carmichaeliae_E,Carmichaelia_petri,"44°58'29.00""S 168°56'54.80""E",10/11/15
55_S52,55,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,"43°38'23.40""S 172°28'31.30""E",30/11/14
200small_S150,200,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,"45°05'13.47""S 170°58'31.85""E",2/11/15
201small_S152,201,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,"46°24'57.20""S 168°21'45.70""E",8/11/15
209_S155,209,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla,"45°02'09.70""S 169°11'33.80""E",9/11/15
238_S166,238,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Psyllidae,Psylla,Psylla_frodobagginsi,Sophora_microphylla_(Kowhai),"41°15'29.40""S 172°07'00.80""E",12/11/15
94_S80,94,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,"46°24'07.73""S 168°21'23.71""E",26/2/15
107_S88,107,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,"45°24'57.69""S 167°42'38.62""E",2/3/15
113_S93,113,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxini,Fraxinus_excelsior,"44°18'35.41""S 170°57'10.41""E",4/3/15
49_S47,49,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,"43°38'23.40""S 172°28'31.30""E",27/11/14
93_S79,93,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,"46°24'07.73""S 168°21'23.71""E",26/2/15
106_S87,106,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,"45°24'57.69""S 167°42'38.62""E",2/3/15
112_S92,112,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Liviidae,Psyllopsis,Psyllopsis_fraxinicola,Fraxinus_excelsior,"44°18'35.41""S 170°57'10.41""E",4/3/15
45_S43,45,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_acuta,Unknown,"42°31'02.20""S 172°48'58.70""E",23/10/14
5b_S4,5B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_acuta,Ozothamnus_sp,"43°17'48.63""S 171°44'13.02""E",1/9/14
118a_S99,118A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_adventicia,Syzygium_smithii,"43°31'51.34""S 172°37'30.53""E",11/3/15
174_S139,174,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Olearia_fragmentissima,"43°48'35.70""S 173°01'27.50""E",16/4/15
29A_S95,29A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Pseudowintera_colorata,"43°42'51.72""S 172°47'00.86""E",14/9/14
29a_S28,29A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Pseudowintera_colorata,"43°42'51.72""S 172°47'00.86""E",14/9/14
29B_S96,29B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Pseudowintera_colorata,"43°42'51.72""S 172°47'00.86""E",14/9/14
29b_S29,29B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Pseudowintera_colorata,"43°42'51.72""S 172°47'00.86""E",14/9/14
SI12_S180,SI12,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Fuchsia_excorticata,"46°54'01.20""S 168°07'15.90""E",14/10/14
SI3B_S191,SI3B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_bifida,Dracophyllum_sp,"46°54'01.20""S 168°07'15.90""E",14/10/14
91_S78,91,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_BRENDA_MAY,Olearia_ilicifolia,"46°34'20.08""S 169°20'48.30""E",26/2/15
276_S138,276,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_BRENDA_MAY,Olearia_sp,"44°10'57.0""S 169°00'31.7""E",6/2/16
414_S143,414,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_colorata,Halocarpus_sp,"41°48'24.1""S 172°51'23.0""E",29/3/16
46A_S93,46A,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_colorata,Halocarpus_sp,"43°01'45.90""S 171°37'46.70""E",27/10/14
46a_S44,46A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_colorata,Halocarpus_sp,"43°01'45.90""S 171°37'46.70""E",27/10/14
46B_S94,46B,1,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_colorata,Halocarpus_sp,"43°01'45.90""S 171°37'46.70""E",27/10/14
50a_S48,50A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_colorata,Halocarpus_sp,"43°38'23.40""S 172°28'31.30""E",23/11/14
260_S130,260,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_compressa,Olearia_rani_var_colorata,"41°05'35.9""S 172°43'17.4""E",24/1/16
473A_S184,473A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_compressa,Olearia_rani,"40°44'39.1""S 172°40'51.2""E",20/1/17
473a_S189,473a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_compressa,Olearia_rani,"40°44'39.1""S 172°40'51.2""E",20/1/17
476A_S185,476A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_curta,Metrosideros_robusta,"40°38'12.1""S 172°34'05.2""E",23/1/17
476a_S190,476a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_curta,Metrosideros_robusta,"40°38'12.1""S 172°34'05.2""E",23/1/17
415A_S144,415A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_dacrydii,Halocarpus_sp,"41°48'24.1""S 172°51'23.0""E",29/3/16
415B_S145,415B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_dacrydii,Halocarpus_sp,"41°48'24.1""S 172°51'23.0""E",29/3/16
61_S57,61,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_decurvata,Dracophyllum_sp,"43°17'48.63""S 171°44'13.02""E",27/1/15
69_S63,69,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_decurvata,Dracophyllum_sp,"42°33'56.10""S 173°11'19.70""E",8/1/15
40_S39,40,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_discariae,Discaria_toumatou,"43°09'36.90""S 172°43'51.70""E",23/10/14
38a_S37,38A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_discariae,Discaria_toumatou,"43°38'07.60""S 171°13'34.10""E",14/9/14
38b_S38,38B,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_discariae,Discaria_toumatou,"43°38'07.60""S 171°13'34.10""E",14/9/14
161_S129,161,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_doryphora,Olearia_ilicifolia,"43°48'35.70""S 173°01'27.50""E",12/4/15
162_S130,162,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_doryphora,Olearia_ilicifolia,"43°48'35.70""S 173°01'27.50""E",12/4/15
170_S136,170,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_doryphora,Olearia_ilicifolia,"43°45'07.68""S 173°00'56.54""E",16/4/15
173_S138,173,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_doryphora,Olearia_ilicifolia,"43°48'35.70""S 173°01'27.50""E",16/4/15
48_S46,48,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_emarginata,Coprosma_sp,"43°12'23.00""S 171°43'21.10""E",27/10/14
151_S122,151,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_falcata,Aristotelia_fruticosa,"42°59'48.30""S 171°44'23.60""E",4/4/15
154_S124,154,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_falcata,Aristotelia_fruticosa,"42°59'48.30""S 171°44'23.60""E",4/4/15
157_S125,157,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_falcata,Aristotelia_fruticosa,"43°13'13.20""S 171°43'08.80""E",4/4/15
158_S126,158,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_falcata,Aristotelia_fruticosa,"43°07'56.20""S 171°46'01.10""E",5/4/15
64_S60,64,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_fasciata,Muehlenbeckia_complexa,"40°30'51.60""S 172°45'17.20""E",29/1/15
132_S109,132,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_fasciata,Muehlenbeckia_auxiliaris,"37°00'28.60""S 174°54'22.20""E",25/3/15
471A_S182,471A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_FORTROSE,Elaeocarpus,"41°17'28.0""S 173°14'04.2""E",15/1/17
471a_S187,471a,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_FORTROSE,Elaeocarpus,"41°17'28.0""S 173°14'04.2""E",15/1/17
457A_S172,457A,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_gourlayi,Olearia_virgata,"41°17'28.0""S 173°14'04.2""E",1/12/16
457B_S173,457B,3,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_gourlayi,Olearia_virgata,"41°17'28.0""S 173°14'04.2""E",1/12/16
63a_S59,63A,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_hebicola,Hebe_sp,"43°17'48.63""S 171°44'13.02""E",27/1/15
4_S3,4,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_irregularis,Pseudopanax_arboreus,"43°17'27.61""S 171°55'30.99""E",1/9/14
166_S133,166,2,16S_F,16S_R,25,55,KAPA 3G,NZ Psyllids/Martoni F.,Triozidae,Trioza,Trioza_irregularis,Pseudopanax_arboreus,"43°43'16.56""S 172°56'14.46""E",16/4/15
